infusion_week,location,drug_name,total_infusions,unique_patients,avg_piv_attempts_per_infusion,prior_week_infusions,wow_change_pct
2026-03-30,Brandon,LEQEMBI,4,4,3.25,6,-33.33
2026-03-30,Brandon,UPLIZNA,1,1,5.0,,
2026-03-30,Brandon,VYEPTI,1,1,4.0,1,0.0
2026-03-30,Clearwater,KISUNLA,3,3,1.33,5,-40.0
2026-03-30,Clearwater,LEQEMBI,7,7,2.0,10,-30.0
2026-03-30,Clearwater,VYEPTI,1,1,2.0,2,-50.0
2026-03-30,Fort Myers,KISUNLA,4,4,4.0,1,300.0
2026-03-30,Fort Myers,LEQEMBI,8,8,2.75,6,33.33
2026-03-30,Fort Myers,TEPEZZA,4,4,3.0,1,300.0
2026-03-30,Lady Lake,KISUNLA,1,1,5.0,1,0.0
2026-03-30,Lady Lake,LEQEMBI,4,4,2.75,4,0.0
2026-03-30,Lady Lake,VYEPTI,1,1,2.0,1,0.0
2026-03-30,Lakeland,KISUNLA,1,1,3.0,3,-66.67
2026-03-30,Lakeland,LEQEMBI,1,1,3.0,2,-50.0
2026-03-30,Lakeland,TEPEZZA,1,1,1.0,,
2026-03-30,Lakeland,VYEPTI,1,1,1.0,1,0.0
2026-03-30,OCALA,KISUNLA,1,1,3.0,1,0.0
2026-03-30,OCALA,LEQEMBI,5,5,2.2,2,150.0
2026-03-30,OCALA,Qutenza,1,1,4.0,1,0.0
2026-03-30,Orlando,KISUNLA,4,4,2.5,5,-20.0
2026-03-30,Orlando,LEQEMBI,8,8,3.75,4,100.0
2026-03-30,Orlando,VYEPTI,1,1,1.0,2,-50.0
2026-03-30,Sarasota,KISUNLA,3,3,3.33,4,-25.0
2026-03-30,Sarasota,LEQEMBI,12,12,3.25,14,-14.29
2026-03-30,Sarasota,TEPEZZA,1,1,5.0,1,0.0
2026-03-30,Sarasota,VYEPTI,1,1,4.0,1,0.0
2026-03-30,St. Petersburg,KISUNLA,3,3,3.67,5,-40.0
2026-03-30,St. Petersburg,LEQEMBI,4,4,4.0,2,100.0
2026-03-30,St. Petersburg,VYEPTI,1,1,3.0,1,0.0
2026-03-30,Tampa,KISUNLA,1,1,5.0,2,-50.0
2026-03-30,Tampa,LEQEMBI,4,4,3.5,5,-20.0
2026-03-30,Tampa,TEPEZZA,1,1,3.0,1,0.0
2026-03-30,Tampa,VYEPTI,3,3,2.0,2,50.0
2026-03-30,The Villages,KISUNLA,3,3,3.0,7,-57.14
2026-03-30,The Villages,LEQEMBI,16,16,2.69,9,77.78
2026-03-30,The Villages,Qutenza,1,1,1.0,1,0.0
2026-03-30,The Villages,SKYRIZI,1,1,1.0,,
2026-03-30,Venice,KISUNLA,5,5,4.0,2,150.0
2026-03-30,Venice,LEQEMBI,5,5,4.0,7,-28.57
2026-03-30,Venice,UPLIZNA,1,1,3.0,1,0.0
2026-04-06,Brandon,KISUNLA,2,2,1.5,2,0.0
2026-04-06,Brandon,LEQEMBI,11,11,3.09,4,175.0
2026-04-06,Brandon,TEPEZZA,1,1,4.0,1,0.0
2026-04-06,Brandon,VYEPTI,1,1,4.0,1,0.0
2026-04-06,Clearwater,KISUNLA,2,2,2.5,3,-33.33
2026-04-06,Clearwater,LEQEMBI,11,11,3.55,7,57.14
2026-04-06,Fort Myers,KISUNLA,3,3,4.0,4,-25.0
2026-04-06,Fort Myers,LEQEMBI,7,7,2.71,8,-12.5
2026-04-06,Fort Myers,Qutenza,1,1,3.0,1,0.0
2026-04-06,Fort Myers,TEPEZZA,1,1,5.0,4,-75.0
2026-04-06,Lady Lake,KISUNLA,2,2,3.0,1,100.0
2026-04-06,Lady Lake,LEQEMBI,4,4,3.5,4,0.0
2026-04-06,Lady Lake,VYEPTI,1,1,4.0,1,0.0
2026-04-06,Lakeland,KISUNLA,3,3,3.33,1,200.0
2026-04-06,Lakeland,LEQEMBI,2,2,2.0,1,100.0
2026-04-06,Lakeland,SKYRIZI,2,2,2.5,1,100.0
2026-04-06,OCALA,KISUNLA,3,3,3.33,1,200.0
2026-04-06,OCALA,LEQEMBI,4,4,3.5,5,-20.0
2026-04-06,OCALA,SKYRIZI,1,1,2.0,1,0.0
2026-04-06,OCALA,TEPEZZA,1,1,1.0,1,0.0
2026-04-06,Orlando,KISUNLA,3,3,2.67,4,-25.0
2026-04-06,Orlando,LEQEMBI,7,7,2.29,8,-12.5
2026-04-06,Orlando,VYEPTI,1,1,2.0,1,0.0
2026-04-06,Sarasota,KISUNLA,5,5,3.8,3,66.67
2026-04-06,Sarasota,LEQEMBI,13,13,3.15,12,8.33
2026-04-06,Sarasota,TEPEZZA,1,1,1.0,1,0.0
2026-04-06,St. Petersburg,KISUNLA,8,8,3.88,3,166.67
2026-04-06,St. Petersburg,LEQEMBI,4,4,3.5,4,0.0
2026-04-06,St. Petersburg,VYEPTI,1,1,2.0,1,0.0
2026-04-06,Tampa,KISUNLA,4,4,3.75,1,300.0
2026-04-06,Tampa,LEQEMBI,4,4,2.0,4,0.0
2026-04-06,Tampa,SKYRIZI,3,3,3.0,3,0.0
2026-04-06,Tampa,TEPEZZA,2,2,2.5,1,100.0
2026-04-06,Tampa,VYEPTI,1,1,1.0,3,-66.67
2026-04-06,The Villages,KISUNLA,4,4,2.75,3,33.33
2026-04-06,The Villages,LEQEMBI,7,7,2.86,16,-56.25
2026-04-06,The Villages,Qutenza,1,1,3.0,1,0.0
2026-04-06,The Villages,UPLIZNA,1,1,1.0,,
2026-04-06,The Villages,VYEPTI,2,2,3.5,1,100.0
2026-04-06,Venice,KISUNLA,5,5,2.4,5,0.0
2026-04-06,Venice,LEQEMBI,6,6,3.67,5,20.0
2026-04-06,Venice,VYEPTI,1,1,2.0,1,0.0
